Imagem;Doenca;Classificacao
IMG0469.png;sem_cancer;0
IMG0470.png;sem_cancer;0
IMG0471.png;sem_cancer;0
IMG0472.png;sem_cancer;0
IMG0473.png;sem_cancer;0
IMG0474.png;sem_cancer;0
IMG0475.png;sem_cancer;0
IMG0476.png;sem_cancer;0
IMG0477.png;sem_cancer;0
IMG0478.png;sem_cancer;0
IMG0479.png;sem_cancer;0
IMG0480.png;sem_cancer;0
IMG0481.png;sem_cancer;0
IMG0482.png;sem_cancer;0
IMG0483.png;sem_cancer;0
IMG0484.png;sem_cancer;0
IMG0485.png;sem_cancer;0
IMG0486.png;sem_cancer;0
IMG0487.png;sem_cancer;0
IMG0488.png;sem_cancer;0
IMG0489.png;sem_cancer;0
IMG0490.png;sem_cancer;0
IMG0491.png;sem_cancer;0
IMG0492.png;sem_cancer;0
IMG0493.png;sem_cancer;0
IMG0494.png;sem_cancer;0
IMG0495.png;sem_cancer;0
IMG0496.png;sem_cancer;0
IMG0497.png;sem_cancer;0
IMG0498.png;sem_cancer;0
IMG0499.png;sem_cancer;0
IMG0500.png;sem_cancer;0
IMG0501.png;sem_cancer;0
IMG0502.png;sem_cancer;0
IMG0503.png;sem_cancer;0
IMG0504.png;sem_cancer;0
IMG0505.png;sem_cancer;0
IMG0506.png;sem_cancer;0
IMG0507.png;sem_cancer;0
IMG0508.png;sem_cancer;0
IMG0509.png;sem_cancer;0
IMG0510.png;sem_cancer;0
IMG0511.png;sem_cancer;0
IMG0512.png;sem_cancer;0
IMG0513.png;sem_cancer;0
IMG0514.png;sem_cancer;0
IMG0515.png;sem_cancer;0
IMG0516.png;sem_cancer;0
IMG0517.png;sem_cancer;0
IMG0518.png;sem_cancer;0
IMG0519.png;sem_cancer;0
IMG0520.png;sem_cancer;0
IMG0521.png;sem_cancer;0
IMG0522.png;sem_cancer;0
IMG0523.png;sem_cancer;0
IMG0524.png;sem_cancer;0
IMG0525.png;sem_cancer;0
IMG0526.png;sem_cancer;0
IMG0527.png;sem_cancer;0
IMG0528.png;sem_cancer;0
IMG0529.png;sem_cancer;0
IMG0530.png;sem_cancer;0
IMG0531.png;sem_cancer;0
IMG0532.png;sem_cancer;0
IMG0533.png;sem_cancer;0
IMG0534.png;sem_cancer;0
IMG0535.png;sem_cancer;0
IMG0536.png;sem_cancer;0
IMG0537.png;sem_cancer;0
IMG0538.png;sem_cancer;0
IMG0539.png;sem_cancer;0
IMG0540.png;sem_cancer;0
IMG0541.png;sem_cancer;0
IMG0542.png;sem_cancer;0
IMG0543.png;sem_cancer;0
IMG0544.png;sem_cancer;0
IMG0545.png;sem_cancer;0
IMG0546.png;sem_cancer;0
IMG0547.png;sem_cancer;0
IMG0548.png;sem_cancer;0
IMG0549.png;sem_cancer;0
IMG0550.png;sem_cancer;0
IMG0551.png;sem_cancer;0
IMG0552.png;sem_cancer;0
IMG0553.png;sem_cancer;0
IMG0554.png;sem_cancer;0
IMG0555.png;sem_cancer;0
IMG0556.png;sem_cancer;0
IMG0557.png;sem_cancer;0
IMG0558.png;sem_cancer;0
IMG0559.png;sem_cancer;0
IMG0560.png;sem_cancer;0
IMG0561.png;sem_cancer;0
IMG0562.png;sem_cancer;0
IMG0563.png;sem_cancer;0
IMG0564.png;sem_cancer;0
IMG0565.png;sem_cancer;0
IMG0566.png;sem_cancer;0
IMG0567.png;sem_cancer;0
IMG0568.png;sem_cancer;0
IMG0569.png;sem_cancer;0
IMG0570.png;sem_cancer;0
IMG0571.png;com_cancer;1
IMG0572.png;com_cancer;1
IMG0573.png;com_cancer;1
IMG0574.png;com_cancer;1
IMG0575.png;com_cancer;1
IMG0576.png;com_cancer;1
IMG0577.png;com_cancer;1
IMG0578.png;com_cancer;1
IMG0579.png;com_cancer;1
IMG0580.png;com_cancer;1
IMG0581.png;com_cancer;1
IMG0582.png;com_cancer;1
IMG0583.png;com_cancer;1
IMG0584.png;com_cancer;1
IMG0585.png;com_cancer;1
IMG0586.png;com_cancer;1
IMG0587.png;com_cancer;1
IMG0588.png;com_cancer;1
IMG0589.png;com_cancer;1
IMG0590.png;com_cancer;1
IMG0591.png;com_cancer;1
IMG0592.png;com_cancer;1
IMG0593.png;com_cancer;1
IMG0594.png;com_cancer;1
IMG0595.png;com_cancer;1
IMG0596.png;com_cancer;1
IMG0597.png;com_cancer;1
IMG0598.png;com_cancer;1
IMG0599.png;com_cancer;1
IMG0600.png;com_cancer;1
IMG0601.png;com_cancer;1
IMG0602.png;com_cancer;1
IMG0603.png;com_cancer;1
IMG0604.png;com_cancer;1
IMG0605.png;com_cancer;1
IMG0606.png;com_cancer;1
IMG0607.png;com_cancer;1
IMG0608.png;com_cancer;1
IMG0609.png;com_cancer;1
IMG0610.png;com_cancer;1
IMG0611.png;com_cancer;1
IMG0612.png;com_cancer;1
IMG0613.png;com_cancer;1
IMG0614.png;com_cancer;1
IMG0615.png;com_cancer;1
IMG0616.png;com_cancer;1
IMG0617.png;com_cancer;1
IMG0618.png;com_cancer;1
IMG0619.png;com_cancer;1
IMG0620.png;com_cancer;1
IMG0621.png;com_cancer;1
IMG0622.png;com_cancer;1
IMG0623.png;com_cancer;1
IMG0624.png;com_cancer;1
IMG0625.png;com_cancer;1
IMG0626.png;com_cancer;1
IMG0627.png;com_cancer;1
IMG0628.png;com_cancer;1
IMG0629.png;com_cancer;1
IMG0630.png;com_cancer;1
IMG0631.png;com_cancer;1
IMG0632.png;com_cancer;1
IMG0633.png;com_cancer;1
IMG0634.png;com_cancer;1
IMG0635.png;com_cancer;1
IMG0636.png;com_cancer;1
IMG0637.png;com_cancer;1
IMG0638.png;com_cancer;1
IMG0639.png;com_cancer;1
IMG0640.png;com_cancer;1
IMG0641.png;com_cancer;1
IMG0642.png;com_cancer;1
IMG0643.png;com_cancer;1
IMG0644.png;com_cancer;1
IMG0645.png;com_cancer;1
IMG0646.png;com_cancer;1
IMG0647.png;com_cancer;1
IMG0648.png;com_cancer;1
IMG0649.png;com_cancer;1
IMG0650.png;com_cancer;1
IMG0651.png;com_cancer;1
IMG0652.png;com_cancer;1
IMG0653.png;com_cancer;1
IMG0654.png;com_cancer;1
IMG0655.png;com_cancer;1
IMG0656.png;com_cancer;1
IMG0657.png;com_cancer;1
IMG0658.png;com_cancer;1
IMG0659.png;com_cancer;1
IMG0660.png;com_cancer;1
IMG0661.png;com_cancer;1
IMG0662.png;com_cancer;1
IMG0663.png;com_cancer;1
IMG0664.png;com_cancer;1
IMG0665.png;com_cancer;1
IMG0666.png;com_cancer;1
IMG0667.png;com_cancer;1
IMG0668.png;com_cancer;1
IMG0669.png;com_cancer;1
IMG0670.png;com_cancer;1
IMG0671.png;com_cancer;1
IMG0672.png;com_cancer;1
IMG0673.png;com_cancer;1
IMG0674.png;com_cancer;1
IMG0675.png;com_cancer;1
IMG0676.png;com_cancer;1
IMG0677.png;com_cancer;1
IMG0678.png;com_cancer;1
IMG0679.png;com_cancer;1
IMG0680.png;com_cancer;1
IMG0681.png;com_cancer;1
IMG0682.png;com_cancer;1
IMG0683.png;com_cancer;1
IMG0684.png;com_cancer;1
IMG0685.png;com_cancer;1
IMG0686.png;com_cancer;1
IMG0687.png;com_cancer;1
IMG0688.png;com_cancer;1
IMG0689.png;com_cancer;1
IMG0690.png;com_cancer;1
IMG0691.png;com_cancer;1
IMG0692.png;com_cancer;1
IMG0693.png;com_cancer;1
IMG0694.png;com_cancer;1
IMG0695.png;com_cancer;1
IMG0696.png;com_cancer;1
IMG0697.png;com_cancer;1
IMG0698.png;com_cancer;1
IMG0699.png;com_cancer;1
IMG0700.png;com_cancer;1
IMG0701.png;com_cancer;1
IMG0702.png;com_cancer;1
IMG0703.png;com_cancer;1
IMG0704.png;com_cancer;1
IMG0705.png;com_cancer;1
IMG0706.png;com_cancer;1
IMG0707.png;com_cancer;1
IMG0708.png;com_cancer;1
IMG0709.png;com_cancer;1
IMG0710.png;com_cancer;1
IMG0711.png;com_cancer;1
IMG0712.png;com_cancer;1
IMG0713.png;com_cancer;1
IMG0714.png;com_cancer;1
IMG0715.png;com_cancer;1
IMG0716.png;com_cancer;1
IMG0717.png;com_cancer;1
IMG0718.png;com_cancer;1
IMG0719.png;com_cancer;1
IMG0720.png;com_cancer;1
IMG0721.png;com_cancer;1
IMG0722.png;com_cancer;1
IMG0723.png;com_cancer;1
IMG0724.png;com_cancer;1
IMG0725.png;com_cancer;1
IMG0726.png;com_cancer;1
IMG0727.png;com_cancer;1
IMG0728.png;com_cancer;1
IMG0729.png;com_cancer;1
IMG0730.png;com_cancer;1
IMG0731.png;com_cancer;1
IMG0732.png;com_cancer;1
IMG0733.png;com_cancer;1
IMG0734.png;com_cancer;1
IMG0735.png;com_cancer;1
IMG0736.png;com_cancer;1
IMG0737.png;com_cancer;1
IMG0738.png;com_cancer;1
IMG0739.png;com_cancer;1
IMG0740.png;com_cancer;1
IMG0741.png;com_cancer;1
IMG0742.png;com_cancer;1
IMG0743.png;com_cancer;1
IMG0744.png;com_cancer;1
IMG0745.png;com_cancer;1
IMG0746.png;com_cancer;1
IMG0747.png;com_cancer;1
IMG0748.png;com_cancer;1
IMG0749.png;com_cancer;1
IMG0750.png;com_cancer;1
IMG0751.png;com_cancer;1
IMG0752.png;com_cancer;1
IMG0753.png;com_cancer;1
IMG0754.png;com_cancer;1
IMG0755.png;com_cancer;1
IMG0756.png;com_cancer;1
IMG0757.png;com_cancer;1
IMG0758.png;com_cancer;1
IMG0759.png;com_cancer;1
IMG0760.png;com_cancer;1
IMG0761.png;com_cancer;1
IMG0762.png;com_cancer;1
IMG0763.png;com_cancer;1
IMG0764.png;com_cancer;1
IMG0765.png;com_cancer;1
IMG0766.png;com_cancer;1
IMG0767.png;com_cancer;1
IMG0768.png;com_cancer;1
IMG0769.png;com_cancer;1
IMG0770.png;com_cancer;1
IMG0771.png;com_cancer;1
IMG0772.png;com_cancer;1
IMG0773.png;com_cancer;1
IMG0774.png;com_cancer;1
IMG0775.png;com_cancer;1
IMG0776.png;com_cancer;1
IMG0777.png;com_cancer;1
IMG0778.png;com_cancer;1
IMG0779.png;com_cancer;1
IMG0780.png;com_cancer;1
IMG0781.png;com_cancer;1
IMG0782.png;com_cancer;1
IMG0783.png;com_cancer;1
IMG0784.png;com_cancer;1
IMG0785.png;com_cancer;1
IMG0786.png;com_cancer;1
IMG0787.png;com_cancer;1
IMG0788.png;com_cancer;1
IMG0789.png;com_cancer;1
IMG0790.png;com_cancer;1
IMG0791.png;com_cancer;1
IMG0792.png;com_cancer;1
IMG0793.png;com_cancer;1
IMG0794.png;com_cancer;1
IMG0795.png;com_cancer;1
IMG0796.png;com_cancer;1
IMG0797.png;com_cancer;1
IMG0798.png;com_cancer;1
IMG0799.png;com_cancer;1
IMG0800.png;com_cancer;1
IMG0801.png;com_cancer;1
IMG0802.png;com_cancer;1
IMG0803.png;com_cancer;1
IMG0804.png;com_cancer;1
IMG0805.png;com_cancer;1
IMG0806.png;com_cancer;1
IMG0807.png;com_cancer;1
IMG0808.png;com_cancer;1
IMG0809.png;com_cancer;1
IMG0810.png;com_cancer;1
IMG0811.png;com_cancer;1
IMG0812.png;com_cancer;1
IMG0813.png;com_cancer;1
IMG0814.png;com_cancer;1
IMG0815.png;com_cancer;1
IMG0816.png;com_cancer;1
IMG0817.png;com_cancer;1
IMG0818.png;com_cancer;1
IMG0819.png;com_cancer;1
IMG0820.png;com_cancer;1
IMG0821.png;com_cancer;1
IMG0822.png;com_cancer;1
IMG0823.png;com_cancer;1
IMG0824.png;com_cancer;1
IMG0825.png;com_cancer;1
IMG0826.png;com_cancer;1
IMG0827.png;com_cancer;1
IMG0828.png;com_cancer;1
IMG0829.png;com_cancer;1
IMG0830.png;com_cancer;1
IMG0831.png;com_cancer;1
IMG0832.png;com_cancer;1
IMG0833.png;com_cancer;1
IMG0834.png;com_cancer;1
IMG0835.png;com_cancer;1
IMG0836.png;com_cancer;1
IMG0837.png;com_cancer;1
